Kenteken,"As nummer","Aantal assen","Aangedreven as",Hefas,"Plaatscode as",Spoorbreedte,"Weggedrag code","Wettelijk toegestane maximum aslast","Technisch toegestane maximum aslast"
TB233H,1,2,,,V,154,,1065,
TB031Z,1,2,,,V,150,,850,850
RN517F,2,2,,,A,161,,1260,1260
SZ331V,1,2,,,V,158,,1090,1090
SN971N,2,2,,,A,159,,850,
TD886G,2,2,,,A,151,,1050,
SX718Z,1,2,,,V,158,,1030,1030
TD080B,2,2,,,A,148,,790,790
TB131N,2,2,,,A,141,,650,650
SZ693P,2,2,,,A,150,,880,880
SF619L,1,2,,,V,159,,1115,
RV018X,2,2,,,A,159,,1050,
SR126X,1,2,,,V,154,,1050,1050
TD180F,2,2,,,A,152,,1010,1010
SZ653P,1,2,,,V,150,,860,860
TB623B,2,2,,,A,154,,990,990
TD935G,1,2,,,V,147,,950,
SZ662P,1,2,,,V,153,,1020,1020
TB155K,2,2,,,A,150,,900,900
SX419X,2,2,,,A,148,,800,800
SZ383T,2,2,,,A,153,,875,875
V930RB,1,2,,N,V,166,,1400,1400
52WSSV,1,2,,J,A,,,9000,9000
TB213V,1,2,,,V,141,,710,710
TB405Z,2,2,,,A,150,,900,900
TD990J,1,2,,,V,141,,770,
71WSNV,2,2,,N,A,,,1200,1200
V721RB,2,2,,,A,179,,2100,2100
PT183R,1,2,,,V,154,,1055,
TD143K,1,2,,,V,165,,1235,
TD125D,2,2,,,A,156,,1160,
SG004B,2,2,,,A,146,,770,
TB868D,1,2,,,V,141,,710,710
V856PP,2,2,,,A,163,,1550,1550
SZ344H,2,2,,,A,156,,1035,1035
OR68KG,2,3,,N,A,,,9000,9000
TD605H,1,2,,,V,100,,571,
SZ711V,2,2,,,A,152,,970,970
64BLB7,1,3,N,N,V,,,9000,9000
01WSNL,2,3,,N,A,,,1800,1800
TB926J,2,2,,,A,150,,965,965
40WSSL,2,2,,N,A,,,1200,1200
SX499V,2,2,,,A,147,,790,790
TB772B,2,2,,,A,149,,860,860
SN654V,1,2,,,V,149,,850,
TB622J,1,2,,,V,156,,985,985
V981PX,1,2,,N,V,163,,1710,1710
SZ732P,1,2,,,V,163,,1280,1280
SZ152S,1,2,,,V,153,,950,950
TD672G,1,2,,,V,159,,1135,
SZ898N,2,2,,,A,152,,890,890
TB767H,1,2,,,V,158,,1040,1040
V544PT,2,2,,,A,153,,1230,1230
SZ171S,1,2,,,V,150,,860,860
SZ135Z,1,2,,,V,156,,1050,1050
TD592H,2,2,,,A,159,,1090,1090
SZ777R,1,2,,,V,156,,1020,1020
61BLB7,2,3,J,N,A,,G,11500,11500
SZ312K,1,2,,,V,154,,920,920
V463NZ,2,2,,N,A,163,,1650,1650
TD388F,1,2,,,V,143,,695,695
SZ569V,2,2,,,A,157,,1130,1130
TB020Z,2,2,,,A,152,,851,851
TB828D,2,2,,,A,152,,980,980
SR631K,1,2,,,V,139,,740,740
TD053F,1,2,,,V,164,,1550,
TD723B,1,2,,,V,158,,1020,1020
OR55KG,1,3,,N,A,,,9000,9000
TB605F,1,2,,,V,154,,1040,1040
SZ507X,1,2,,,V,158,,1100,1100
TB823D,1,2,,,V,158,,1090,1090
91WSSP,1,2,,N,V,,,10000,10000
TB140K,1,2,,,V,150,,860,860
51WSSV,2,2,,N,A,,,9000,9000
TB920N,1,2,,,V,155,,1100,
V715RB,2,2,,N,A,154,,1600,1600
SX796K,2,2,,,A,157,,935,
TB859D,2,2,,,A,152,,980,980
40WSSF,1,1,,N,A,,,1750,1750
TB710D,2,2,,,A,148,,800,800
84BJPJ,2,2,,,A,168,,1750,
SL364T,1,2,,,V,152,,920,920
OR92JJ,1,2,,N,A,,,9000,9000
OR01JZ,2,3,,N,A,,,9000,9000
SZ406F,2,2,,,A,152,,890,
TB059G,2,2,,,A,142,,710,710
SX295P,1,2,,,V,141,,770,
TB424Z,1,2,,,V,154,,950,950
TB892H,2,2,,,A,162,,1010,1010
OR62KG,1,3,,N,A,,,9000,9000
V252RB,2,2,,,A,179,,2100,2100
TB034F,1,2,,,V,150,,860,860
SX095Z,1,2,,,V,159,,1205,
V199NT,1,2,,N,V,162,,1580,1580
TB982V,1,2,,,V,164,,1270,1270
TD960G,1,2,,,V,147,,820,
SH306D,1,2,,,V,157,,1030,1030
TB971H,2,2,,,A,150,,1040,1040
SX198B,2,2,,,A,153,,930,930
SF973P,1,2,,,V,157,,950,
TB266B,1,2,,,V,143,,695,695
41WSST,1,2,,N,A,,,1750,1750
25WSLR,1,2,,N,A,,,1000,1000
TD501F,1,2,,,V,154,,990,990
ST200R,2,2,,,A,161,,1200,1200
TB250T,2,2,,,A,164,,1370,1370
SZ138Z,1,2,,,V,162,,1140,1140
SZ920L,2,2,,,A,141,,640,
TB576D,2,2,,,A,158,,1210,1210
TB401Z,2,2,,,A,157,,1080,1080
TB644R,1,2,,,V,161,,1095,1095
TD229K,2,2,,,A,147,,812,
SV260P,1,2,,,V,159,,1090,1090
SZ267Z,1,2,,,V,156,,995,995
V290PX,1,2,,,V,162,,1550,1550
TB052J,1,2,,,V,150,,859,859
SL483T,2,2,,,A,150,,700,700
61BLB7,3,3,N,N,A,,,7500,7500
TB030F,2,2,,,A,141,,650,650
TB600J,1,2,,,V,157,,1022,1022
TD666G,2,2,,,A,165,,1650,
TD141D,1,2,,,V,156,,1100,
SZ327V,2,2,,,A,148,,800,800
TB774S,2,2,,,A,156,,980,980
SX542L,2,2,,,A,149,,785,785
TB625X,1,2,,,V,160,,1110,
BE9065,2,2,,N,A,163,,1737,1737
V190PX,1,2,,,V,173,,1575,1575
SV125X,1,2,,,V,155,,950,950
TD075B,1,2,,,V,148,,900,900
SK104S,2,2,,,A,151,,1050,
TB039Z,1,2,,,V,150,,850,850
TD120G,1,2,,,V,150,,900,900
47KVJ6,1,2,,,,157,,1420,1420
SR640K,1,2,,,V,139,,740,740
V961PS,1,2,,,V,152,,1125,1125
33BJHD,2,2,,N,A,162,,1950,1950
V300PX,1,2,,,V,154,,1075,1075
OR08KK,1,3,,N,A,,,9000,9000
SH378V,1,2,,,V,156,,1170,1170
SV924V,2,2,,,A,149,,860,860
60WSSR,2,3,,N,A,,,1166,1166
SL636T,1,2,,,V,149,,720,720
V619RB,1,2,,,V,151,,1090,1090
SZ343X,2,2,,,A,168,,1450,1450
TB775S,1,2,,,V,156,,985,985
53WSSR,1,2,,N,A,,,1350,1350
SX769T,1,2,,,V,159,,1200,1200
TD771G,2,2,,,A,155,,1225,
TB379G,2,2,,,A,158,,955,955
SZ939S,2,2,,,A,160,,1080,
BE9065,1,2,,N,V,170,,1512,1512
TB776S,2,2,,,A,147,,900,900
TB091K,1,2,,,V,153,,920,920
RS513X,1,2,,,V,156,,885,
TD591B,1,2,,,V,159,,1040,1040
TD252F,2,2,,,A,152,,880,
SX914P,1,2,,,V,149,,940,940
SX059H,1,2,,,V,137,,730,
TD711G,2,2,,,A,156,,1120,
SZ714T,2,2,,,A,161,,1400,1400
SZ291S,1,2,,,V,158,,1150,1150
V353PZ,2,2,,N,A,158,,1050,1050
TD541B,1,2,,,V,141,,740,740
TB139N,1,2,,,V,150,,860,860
TD963J,1,2,,,V,154,,1050,
SZ419Z,2,2,,,A,157,,1055,1055
TB900D,2,2,,,A,150,,880,880
TB093F,2,2,,,A,148,,770,770
SL791H,1,2,,,V,156,,1020,1020
SF966G,1,2,,,V,155,,1030,1030
2457AD,2,2,,,A,134,,,
TB713L,2,2,,,A,140,,720,720
OR73KJ,3,3,,N,A,,,10000,10000
TD925D,2,2,,,A,156,,980,980
16BKX5,1,3,N,N,V,,,9000,9000
TD635B,2,2,,,A,159,,1085,1085
SZ294X,2,2,,,A,141,,720,720
SZ743P,1,2,,,V,154,,980,980
76WSNZ,1,2,,N,A,,,1500,1500
SX723Z,2,2,,,A,158,,1050,1050
V814PV,1,2,,,V,162,,1600,1600
TB799X,1,2,,,V,156,,970,970
SZ805P,1,2,,,V,150,,860,860
SR631T,1,2,,,V,151,,840,840
TB573N,1,2,,,V,150,,870,870
SZ155Z,2,2,,,A,162,,1430,1430
RS989L,2,2,,,A,146,,825,
TD459D,2,2,,,A,156,,1200,
TD012B,2,2,,,A,155,,1070,1070
TB523X,1,2,,,V,147,,800,
DH1863,1,2,,,V,135,,,
OR81KK,1,2,,N,A,,,9000,9000
V799PP,1,2,,N,V,162,,1585,1585
TB553G,2,2,,,A,154,,870,870
SZ830Z,2,2,,,A,149,,840,
SZ558V,1,2,,,V,153,,890,890
TB201X,2,2,,,A,152,,860,
SX853X,2,2,,,A,171,,1550,
TB979K,2,2,,,A,152,,760,760
19WSSV,1,2,,N,A,,,1750,1750
TB929B,1,2,,,V,150,,850,850
TB228P,2,2,,,A,164,,1120,
SR061R,2,2,,,A,152,,851,
TB488G,2,2,,,A,150,,755,755
87WSST,1,2,,N,A,,,900,900
TB064K,2,2,,,A,157,,1120,1120
SZ151G,1,2,,,V,158,,1030,1030
TB817N,2,2,,,A,158,,1080,
TD843J,2,2,,,A,147,,780,
V213PX,1,2,,,V,105,,1100,1100
TD149K,2,2,,,A,167,,1490,
TB062K,1,2,,,V,161,,1125,1125
SZ354K,2,2,,,A,141,,650,650
TD970G,1,2,,,V,152,,775,
TB993X,1,2,,,V,160,,1080,1080
V328PZ,1,2,,,V,173,,1675,1675
TB920V,2,2,,,A,157,,1070,1070
V560PX,2,2,,,A,156,,1150,1150
V798PV,2,2,,,A,153,,1230,1230
TB548X,1,2,,,V,153,,887,
46BLB9,3,5,J,N,A,,G,9500,11500
SZ378L,2,2,,,A,159,,1255,1255
SB662F,2,2,,,A,147,,800,
TD316F,2,2,,,A,163,,1470,
TB869D,2,2,,,A,141,,650,650
V944PZ,2,2,,,A,174,,1575,1575
SZ626G,2,2,,,A,150,,1010,1010
V958PZ,1,2,,,V,173,,1675,1675
SX968K,1,2,,,V,146,,770,
TD861G,2,2,,,A,139,,740,
OR70KH,1,3,,N,A,,,9000,9000
V222PX,2,2,,,A,105,,1200,1200
SZ373V,2,2,,,A,154,,980,980
TB446X,1,2,,,V,143,,680,
OR65KK,3,3,,N,A,,,9000,9000
TD773F,1,2,,,V,156,,985,985
SZ392N,1,2,,,V,154,,1050,1050
SZ103Z,2,2,,,A,159,,1255,1255
SX844Z,1,2,,,V,150,,850,850
SZ326L,2,2,,,A,159,,1255,1255
TD534B,1,2,,,V,151,,970,970
93WSSK,2,2,,N,A,,,1000,1000
TB838B,1,2,,,V,160,,1080,1080
NZ468L,1,2,,,V,165,,1255,
TB843D,2,2,,,A,150,,980,980
OR97JX,1,3,,N,A,,,9000,9000
TD120K,2,2,,,A,161,,1255,
TD064B,2,2,,,A,149,,860,860
OR58KG,3,3,,N,A,,,9000,9000
SZ505T,1,2,,,V,150,,850,850
SZ096L,2,2,,,A,157,,910,910
SX217B,2,2,,,A,153,,930,930
V863PZ,2,2,,,A,174,,2250,2250
TB454G,1,2,,,V,156,,1055,1055
36BLD2,5,5,N,J,A,,,8000,9000
TD696B,1,2,,,V,158,,1110,1110
TB405N,2,2,,,A,141,,650,650
SZ944R,2,2,,,A,156,,1050,1050
78WSFZ,2,2,,N,A,,,1500,1500
OR89KJ,2,3,,N,A,,,9000,9000
TD553B,2,2,,,A,159,,1085,1085
67BLB7,1,2,N,N,V,,,7500,7500
ST163R,1,2,,,V,160,,1150,1150
SZ527N,2,2,,,A,156,,970,970
V619PX,2,2,,,A,174,,1575,1575
PZ785X,1,2,,,V,154,,1140,
TB406Z,1,2,,,V,153,,960,960
TB023K,2,2,,,A,150,,880,880
SZ540V,2,2,,,A,152,,970,970
94WSSL,2,2,,N,A,,,1750,1750
TD673G,2,2,,,A,141,,720,
TB867R,1,2,,,V,158,,1065,1065
V316PZ,1,2,,,V,157,,1225,1225
TB013T,1,2,,,V,142,,700,700
OR19KK,3,3,,N,A,,,9000,9000
V369RB,1,2,,,V,163,,1500,1500
SZ348H,1,2,,,V,156,,1020,1020
V055RB,1,2,,N,V,162,,1585,1585
TB079F,1,2,,,V,153,,950,950
TB256X,2,2,,,A,166,,1270,
OR51KG,3,3,,N,A,,,9000,9000
SV483F,2,2,,,A,157,,1080,
SX067V,1,2,,,V,148,,895,895
40BLB8,3,3,N,J,A,,,7500,7500
TD835J,2,2,,,A,151,,1100,
40WSSH,2,2,,N,A,,,1420,1420
SZ064L,1,2,,,V,147,,860,860
V172NL,2,2,N,,A,163,,1550,1550
RT586S,2,2,,,A,144,,820,820
OR60KG,3,3,,N,A,,,9000,9000
TD168D,2,2,,,A,173,,2250,
TB086K,2,2,,,A,154,,980,980
SX224T,1,2,,,V,153,,1020,1020
TB240L,1,2,,,V,155,,870,870
TB127Z,2,2,,,A,152,,851,851
SN035D,1,2,,,V,154,,1150,
SZ723K,2,2,,,A,147,,790,790
V026PX,2,2,,N,A,176,,1590,1590
SZ616V,2,2,,,A,163,,1600,1600
V049PZ,1,2,,,V,175,,1850,1850
TB929J,2,2,,,A,145,,800,800
31WSSP,1,1,,N,A,,,1500,1500
SV437F,2,2,,,A,157,,1080,
16WSSX,1,1,,N,A,,,1500,1500
ST372P,2,2,,,A,166,,1340,1340
TD786G,1,2,,,V,156,,1030,
SZ867F,2,2,,,A,151,,852,852
TB145F,1,2,,,V,153,,930,930
SR630T,2,2,,,A,155,,990,990
TD825J,1,2,,,V,147,,920,
SP009F,1,2,,,V,153,,1020,1020
SZ932P,1,2,,,V,150,,970,970
SZ647N,2,2,,,A,151,,893,893
TB413J,1,2,,,V,171,,1470,1470
SZ929P,2,2,,,A,150,,990,990
ST511S,1,2,,,V,150,,880,880
TD325K,1,2,,,V,156,,915,
TB614H,1,2,,,V,161,,1070,1070
TB333V,2,2,,,A,150,,950,950
SX724J,1,2,,,V,154,,1040,1040
ST877F,2,2,,,A,157,,970,970
TD345B,2,2,,,A,141,,720,720
SZ534H,2,2,,,A,142,,670,670
V207PS,1,2,,,V,147,,900,900
V574PX,2,2,,,A,179,,1650,1650
TD504G,2,2,,,A,150,,835,
SZ050T,1,2,,,V,154,,1050,1050
TD111K,1,2,,,V,143,,830,
V559RD,2,2,,N,A,198,,1725,1725
OR06JT,1,3,,J,A,,,9000,9000
V351PL,2,2,,,A,156,,1050,1050
TB248T,2,2,,,A,159,,1260,1260
SJ029R,2,2,,,A,153,,975,
TD607G,2,2,,,A,158,,935,
OR08JT,1,3,,J,A,,,9000,9000
V759PX,2,2,,,A,105,,1200,1200
SX282V,2,2,,,A,150,,940,940
TB606X,2,2,,,A,151,,1050,
TD492G,1,2,,,V,152,,1050,
V062NK,2,2,N,,A,163,,1720,1720
V437RB,1,2,,N,V,181,,1850,1850
OR97JY,1,3,,J,A,,,9000,9000
V695PT,1,2,,N,V,173,,1850,1850
SZ971G,1,2,,,V,158,,950,950
6VZF82,1,2,N,N,V,171,,1650,
V474RB,1,2,,N,V,175,,1850,1850
RS452J,1,2,,,V,146,,890,
OR93KJ,2,3,,N,A,,,9000,9000
TD651G,1,2,,,V,156,,965,
TB012B,1,2,,,V,155,,1235,
OR64KJ,1,3,,J,A,,,10000,10000
60BLD3,1,2,N,N,V,,,7500,7500
V237PZ,1,2,,,V,162,,1585,1585
SX845D,2,2,,,A,140,,800,
V872NV,2,2,,,A,163,,1720,1720
TB393P,1,2,,,V,158,,1120,
SZ110G,2,2,,,A,170,,1450,1450
V111PJ,1,2,,,V,162,,1550,1550
SV871N,2,2,,,A,154,,921,921
TB219N,2,2,,,A,150,,880,880
SX531K,2,2,,,A,141,,770,
SZ945R,2,2,,,A,156,,1050,1050
TB829V,1,2,,,V,153,,1010,1010
29WRZX,1,3,,N,A,,,1200,1200
SN019P,2,2,,,A,146,,780,
SZ300T,1,2,,,V,156,,1020,1020
TD907J,1,2,,,V,159,,1145,
SX521L,1,2,,,V,143,,695,695
96WSRZ,3,3,,N,A,,,1350,1350
93WSPH,2,2,,N,A,,,1350,1350
SG261T,1,2,,,V,161,,1185,
TB754D,2,2,,,A,161,,1260,1260
SZ677R,2,2,,,A,159,,1300,1300
V727PZ,1,2,,N,V,163,,1710,1710
DM7504,1,2,,,V,153,,,
SZ917T,1,2,,,V,157,,1020,1020
TB843H,1,2,,,V,158,,1040,1040
TD748G,1,2,,,V,157,,1045,
TD989G,1,2,,,V,147,,825,
SV963J,2,2,,,A,151,,898,898
V869PS,2,2,,,A,163,,1625,1625
V116PZ,2,2,,,A,163,,1600,1600
TD652D,1,2,,,V,144,,820,
SK760N,1,2,,,V,147,,900,
SZ691D,2,2,,,A,152,,840,840
SZ677Z,2,2,,,A,164,,1370,1370
TB721B,1,2,,,V,160,,1110,1110
RS797V,1,2,,,V,156,,970,970
V592PZ,2,2,,N,A,173,,2100,2100
SV013J,1,2,,,V,156,,980,
SZ938P,2,2,,,A,141,,650,650
SZ345T,1,2,,,V,156,,985,985
TD594D,1,2,,,V,142,,695,
TB828S,1,2,,,V,163,,1160,1160
OR76KJ,1,3,,J,A,,,9000,9000
V554PX,1,2,,,V,154,,1420,1420
SR167S,2,2,,,A,198,,2000,
SZ711V,1,2,,,V,153,,1000,1000
SZ293J,2,2,,,A,151,,852,
SX763G,2,2,,,A,154,,835,835
DZ5826,2,2,,,A,141,,,
SX246V,2,2,,,A,148,,800,800
TB380Z,2,2,,,A,152,,880,880
RL446F,1,2,,,V,147,,885,
OR16KK,2,3,,N,A,,,9000,9000
TB221N,1,2,,,V,153,,940,940
TB622G,1,2,,,V,156,,1030,1030
RT171B,1,2,,,V,144,,870,
TD605H,2,2,,,A,100,,571,
SV390V,2,2,,,A,142,,695,695
SZ071Z,2,2,,,A,159,,1210,1210
TB693D,2,2,,,A,141,,650,650
TB393X,1,2,,,V,155,,960,
V539NN,2,2,N,,A,153,,1240,1240
SH774J,1,2,,,V,160,,1085,
TB648J,1,2,,,V,156,,1005,1005
TB644R,2,2,,,A,159,,1255,1255
TD918G,2,2,,,A,151,,885,
SX604V,2,2,,,A,161,,1190,1190
05BLD2,2,3,J,N,A,,G,11500,11500
TB139X,1,2,,,V,141,,830,
TB113V,1,2,,,V,158,,1080,1080
V539NN,1,2,J,,V,152,,1125,1125
SX809Z,2,2,,,A,148,,1000,1000
TB061L,1,2,,,V,160,,1130,1130
V462RB,2,2,,N,A,165,,1550,1550
TB643P,2,2,,,A,162,,1010,1010
TD815G,2,2,,,A,150,,830,
V042RD,2,2,,N,A,173,,1590,1590
TB117F,2,2,,,A,150,,880,880
17WSLR,1,1,,N,A,,,1350,1350
SZ049H,2,2,,,A,159,,1050,1050
10WSRH,1,2,,N,A,,,1200,1200
TD152J,1,2,,,V,154,,1060,
SZ588N,1,2,,,V,158,,1030,1030
TB551B,2,2,,,A,147,,815,815
V376PZ,1,2,,,V,105,,1100,1100
SZ673V,1,2,,,V,153,,970,970
SZ487D,1,2,,,V,156,,995,995
SZ262L,1,2,,,V,157,,755,755
TD955J,1,2,,,V,158,,1050,
TD817G,1,2,,,V,163,,1300,
V065PX,2,2,,N,A,165,,1550,1550
V433NV,2,2,,N,A,174,,1769,1769
TB941G,1,2,,,V,181,,1850,
SX368S,1,2,,,V,156,,1060,1060
TD832J,1,2,,,V,168,,1425,
TB710D,1,2,,,V,150,,970,970
SZ508B,2,2,,,A,148,,770,770
V005PS,1,2,,,V,152,,1080,1080
V835PX,2,2,,N,A,151,,1900,1900
V722PR,1,2,,N,V,181,,2100,2100
TB306J,1,2,,,V,157,,1200,1200
TB743G,1,2,,,V,158,,1035,1035
TB692N,2,2,,,A,141,,650,650
SZ866Z,2,2,,,A,150,,907,
36BLD2,1,5,N,N,V,,,10000,10000
TB687F,2,2,,,A,163,,1070,1070
SP555L,1,2,,,V,147,,920,920
OR59KH,1,3,,N,A,,,9000,9000
48WSGZ,2,2,,N,A,,,1200,1200
SZ274Z,1,2,,,V,149,,970,970
TB743G,2,2,,,A,156,,1085,1085
TB942Z,1,2,,,V,153,,940,940
TB114K,1,2,,,V,158,,1020,1020
SZ080F,2,2,,,A,157,,1120,
SZ313K,2,2,,,A,153,,910,910
TD198F,2,2,,,A,157,,910,910
TB008Z,1,2,,,V,153,,961,961
TB970N,2,2,,,A,141,,640,
OR57KH,1,3,,N,A,,,9000,9000
TB114K,2,2,,,A,156,,1080,1080
TB753H,1,2,,,V,151,,855,855
TD567G,1,2,,,V,143,,695,
TB015Z,1,2,,,V,153,,961,961
ST036F,1,2,,,V,148,,850,850
TD622D,1,2,,,V,146,,900,
TB083G,2,2,,,A,161,,1075,1075
TB707F,1,2,,,V,160,,1130,1130
SZ203N,1,2,,,V,144,,850,
V759PZ,1,2,,,V,163,,1500,1500
SL014H,2,2,,,A,152,,860,
TB739L,1,2,,,V,153,,950,950
54WSSV,1,2,,J,A,,,9000,9000
OR33KK,1,3,,N,A,,,9000,9000
V241PX,2,2,,,A,153,,1070,1070
OR31KK,1,3,,J,A,,,10000,10000
SZ636Z,2,2,,,A,161,,1185,1185
TB041Z,1,2,,,V,150,,850,850
SZ897R,1,2,,,V,139,,745,745
SZ220N,1,2,,,V,157,,1000,
TB496J,1,2,,,V,159,,1100,1100
SZ312V,1,2,,,V,157,,990,990
SV844V,2,2,,,A,142,,695,695
TB996S,1,2,,,V,143,,700,700
TD691G,2,2,,,A,153,,1070,
SX204B,1,2,,,V,154,,970,970
TB983R,2,2,,,A,148,,800,800
OR33JN,3,3,,N,A,,,9000,9000
V896PX,2,2,,,A,179,,2100,2100
SZ752K,2,2,,,A,149,,860,860
TB827D,2,2,,,A,152,,980,980
TB700N,1,2,,,V,162,,1300,1300
GT661K,2,2,,,A,155,,1000,
RZ051D,2,2,,,A,148,,800,
SZ538N,2,2,,,A,155,,1000,1000
TD532G,2,2,,,A,158,,1120,
TB078B,1,2,,,V,163,,1190,
TD243K,1,2,,,V,166,,1290,
TB752D,2,2,,,A,161,,1260,1260
TB842Z,2,2,,,A,140,,720,720
OP07LX,1,3,,J,A,,,9000,9000
TD646B,1,2,,,V,148,,770,770
SZ985G,1,2,,,V,165,,1190,1190
TB741R,2,2,,,A,157,,1220,1220
TD696B,2,2,,,A,156,,1120,1120
SZ777R,2,2,,,A,156,,965,965
TB741L,2,2,,,A,156,,1050,1050
RV138N,1,2,,,V,154,,1010,
TB752D,1,2,,,V,161,,1125,1125
V832PX,1,2,,N,V,171,,2000,2000
SZ583J,1,2,,,V,154,,935,935
SZ132Z,1,2,,,V,156,,1045,1045
V095PZ,1,2,,,V,154,,1100,1100
SB508L,1,2,,,V,154,,1055,
SR167S,1,2,,,V,181,,1850,
TB496X,1,2,,,V,157,,965,
OR72KG,2,3,,N,A,,,9000,9000
SZ769K,2,2,,,A,161,,1200,1200
TD193D,1,2,,,V,176,,1625,
TB115N,1,2,,,V,141,,710,710
V347RD,1,2,,N,V,157,,1300,
SV470P,1,2,,,V,158,,1050,1050
TB018Z,1,2,,,V,153,,887,887
SG759V,1,2,,,V,159,,1140,1140
SZ661F,1,2,,,V,151,,820,820
ST723X,2,2,,,A,152,,840,840
SZ310G,2,2,,,A,152,,860,860
ST691H,2,2,,,A,148,,810,810
TB192T,2,2,,,A,142,,710,710
SX254K,2,2,,,A,164,,1450,1450
TB858V,2,2,,,A,141,,650,650
59WSRZ,1,1,,N,A,,,1350,1350
TB044Z,1,2,,,V,153,,887,887
TB205V,1,2,,,V,158,,1080,1080
OR91JJ,1,2,,N,A,,,9000,9000
V548RD,2,2,,N,A,155,,1230,1230
OR66KK,1,3,,J,A,,,9000,9000
TB155K,1,2,,,V,153,,980,980
V697PZ,1,2,,N,V,175,,1750,1750
TD898G,1,2,,,V,157,,1043,
TD485G,2,2,,,A,146,,1075,
SZ112Z,1,2,,,V,156,,1020,1020
TB027K,2,2,,,A,150,,880,880
TD271F,2,2,,,A,156,,1220,1220
TD474G,1,2,,,V,181,,1850,
TD132F,2,2,,,A,141,,840,
12BKT7,1,3,N,N,V,,,8000,8000
GX935S,1,2,,,V,147,,850,
OR98JY,2,3,,N,A,,,9000,9000
TD051K,2,2,,,A,159,,1280,
TB024G,1,2,,,V,155,,955,955
TD581H,2,2,,,A,152,,1170,
SX849K,2,2,,,A,152,,1060,
TB912G,1,2,,,V,159,,1045,1045
TB076V,2,2,,,A,154,,935,935
TD367F,2,2,,,A,156,,920,920
SZ265S,1,2,,,V,150,,910,910
TB654F,2,2,,,A,157,,1290,1290
SX679R,1,2,,,V,150,,840,840
V197NR,2,2,,N,A,163,,1550,1550
TD753G,2,2,,,A,160,,1260,
SR360T,2,2,,,A,158,,955,955
37TBHH,2,2,,,,152,,1190,1190
TB006J,2,2,,,A,151,,864,864
35WSSV,2,2,,N,A,,,1750,1750
TJ095J,1,2,,,V,156,,1000,1000
TN680K,2,2,,,A,163,,1250,1250
TJ820F,2,2,,,A,152,,1050,1050
SF304G,2,2,,,A,146,,790,
TG404J,2,2,,,A,151,,893,893
OR25LN,3,3,,N,A,,,9000,9000
TP971F,2,2,,,A,147,,760,
V945PS,1,2,,,V,162,,1585,1585
TN772F,1,2,,,V,158,,1180,1180
TN804K,1,2,,,V,157,,1050,1050
TN305F,2,2,,,A,153,,1200,1200
TB278H,1,2,,,V,159,,990,
V787RB,1,2,,,V,173,,1650,1650
TD510N,1,2,,,V,147,,870,
V384PX,1,2,,,V,175,,1850,1850
TD575H,2,2,,,A,163,,1305,1305
V717PR,1,2,,N,V,181,,1850,1850
TB795Z,2,2,,,A,140,,720,720
OR99KG,2,2,,N,A,,,10000,10000
SL426T,1,2,,,V,149,,720,720
TB424N,2,2,,,A,156,,1080,1080
TD446N,1,2,,,V,154,,1040,
TB611X,1,2,,,V,158,,1175,
V406PZ,1,2,,,V,177,,1800,1800
SZ247R,2,2,,,A,163,,1070,1070
SZ242R,1,2,,,V,159,,1200,1200
SZ104Z,1,2,,,V,154,,925,925
TD958B,1,2,,,V,147,,930,
TB840G,2,2,,,A,150,,890,890
TB077F,2,2,,,A,150,,980,980
TD786K,2,2,,,A,139,,660,660
TB758B,1,2,,,V,150,,915,915
SZ726K,1,2,,,V,147,,900,900
V825NL,1,2,,N,V,174,,1769,1769
TB722F,1,2,,,V,167,,1280,1280
TB968S,1,2,,,V,157,,1060,1060
SK945X,1,2,,,V,154,,1175,
OR29KK,2,3,,N,A,,,9000,9000
SV048J,1,2,,,V,143,,680,
SZ243N,1,2,,,V,155,,980,
TD787H,1,2,,,V,143,,695,695
SJ226L,2,2,,,A,147,,825,825
OR78KB,2,2,,N,A,,,9000,9000
06VRD5,2,2,,N,A,154,,2600,
V342PS,2,2,,,A,154,,1300,1300
TB608Z,2,2,,,A,143,,820,820
SZ758H,2,2,,,A,156,,1090,1090
SZ640J,1,2,,,V,158,,1000,1000
05WSST,1,1,,N,A,,,1400,1400
V166PS,1,2,,N,V,175,,1850,1850
SZ073Z,2,2,,,A,156,,1030,1030
TD763K,2,2,,,A,161,,1280,1280
TB835S,1,2,,,V,155,,1070,1070
SZ106T,2,2,,,A,142,,695,695
V317PZ,1,2,,,V,157,,1225,1225
OR02KK,2,3,,N,A,,,8000,8000
OR72KN,1,2,,N,A,,,9000,9000
TD071N,1,2,,,V,154,,1105,
RK200P,2,2,,,A,152,,970,970
TB758B,2,2,,,A,151,,876,876
SZ379L,2,2,,,A,159,,1255,1255
TB020K,2,2,,,A,150,,880,880
17WSST,1,1,,N,A,,,1500,1500
TB414N,2,2,,,A,156,,1290,1290
SR978T,1,2,,,V,155,,1065,
72BLD3,2,3,J,N,A,,A,9000,9000
KD003N,1,2,,,V,155,,1100,
TB895J,2,2,,,A,149,,850,850
TD960D,2,2,,,A,160,,1294,1294
SZ584D,2,2,,,A,158,,960,960
TB729G,1,2,,,V,146,,850,850
TD855B,1,2,,,V,162,,1120,
TD442N,2,2,,,A,152,,970,
TB648R,2,2,,,A,161,,1285,1285
TB779P,2,2,,,A,158,,1060,1060
